"","title","author","subject","abstract","meta"
"76","The Tyranny of Possibilities in the Design of Task-Oriented LLM Systems: A Scoping Survey","Dhruv Dhamani, Mary Lou Maher","Software Engineering ","This scoping survey focuses on our current understanding of the design space for taskoriented LLM systems and elaborates on definitions and relationships among the available design parameters. The paper begins by defining a minimal taskoriented LLM system and exploring the design space of such systems through a thought experiment contemplating the performance of diverse LLM system configurations (involving single LLMs single LLMbased agents and multiple LLMbased agent systems) on a complex software development task and hypothesizes the results. We discuss a pattern in our results and formulate them into three conjectures. While these conjectures may be partly based on faulty assumptions they provide a starting point for future research. The paper then surveys a select few design parameters covering and organizing research in LLM augmentation prompting techniques and uncertainty estimation and discussing their significance. The paper notes the lack of focus on computational and energy efficiency in evaluating research in these areas. Our survey findings provide a basis for developing the concept of linear and nonlinear contexts which we define and use to enable an agentcentric projection of prompting techniques providing a lens through which prompting techniques can be viewed as multiagent systems. The paper discusses the implications of this lens for the crosspollination of research between LLM prompting and LLMbased multiagent systems; and also for the generation of synthetic training data based on existing prompting techniques in research. In all the scoping survey presents seven conjectures that can help guide future research efforts.","Fri, 29 Dec 2023 13:35:20 UTC (708 KB)"
"77","PG-LBO: Enhancing High-Dimensional Bayesian Optimization with Pseudo-Label and Gaussian Process Guidance","Taicai Chen, Yue Duan, Dong Li, Lei Qi, Yinghuan Shi, Yang Gao","Machine Learning ","Variational Autoencoder based Bayesian Optimization (VAEBO) has demonstrated its excellent performance in addressing highdimensional structured optimization problems. However current mainstream methods overlook the potential of utilizing a pool of unlabeled data to construct the latent space while only concentrating on designing sophisticated models to leverage the labeled data. Despite their effective usage of labeled data these methods often require extra network structures additional procedure resulting in computational inefficiency. To address this issue we propose a novel method to effectively utilize unlabeled data with the guidance of labeled data. Specifically we tailor the pseudolabeling technique from semisupervised learning to explicitly reveal the relative magnitudes of optimization objective values hidden within the unlabeled data. Based on this technique we assign appropriate training weights to unlabeled data to enhance the construction of a discriminative latent space. Furthermore we treat the VAE encoder and the Gaussian Process (GP) in Bayesian optimization as a unified deep kernel learning process allowing the direct utilization of labeled data which we term as Gaussian Process guidance. This directly and effectively integrates the goal of improving GP accuracy into the VAE training thereby guiding the construction of the latent space. The extensive experiments demonstrate that our proposed method outperforms existing VAEBO algorithms in various optimization scenarios. Our code will be published at this https URL.","Thu, 28 Dec 2023 11:57:58 UTC (1,408 KB)"
"78","Acoustic emission data based modelling of fracture of glassy polymer","Subrat Senapati, Anuradha Banerjee, R. Rajesh","Statistical Mechanics ","Acoustic emission (AE) activity data resulting from the fracture processes of brittle materials is valuable real time information regarding the evolving state of damage in the material. Here through a combined experimental and computational study we explore the possibility of utilising the statistical signatures of AE activity data for characterisation of disorder parameter in simulation of tensile fracture of epoxy based polymer. For simulations we use a square random spring network model with quasibrittle spring behaviour and a normally distributed failure strain threshold. We show that the disorder characteristics while have marginal effect on the power law exponent of the avalanche size distribution are strongly correlated with the waiting time interval between consecutive record breaking avalanches as well as the total number of records. This sensitivity to disorder is exploited in estimating the disorder parameter suitable for the experiments on tensile failure of epoxy based polymer. The disorder parameter is estimated assuming equivalence between the amplitude distribution of AE data and avalanche size distribution of the simulations. The chosen disorder parameter is shown to well reproduce the failure characteristics in terms of the peak load of the macroscopic response the powerlaw behaviour with avalanche dominated fracture type as well as realistic fracture paths.","Thu, 28 Dec 2023 09:03:05 UTC (1,804 KB)"
"79","Transfer and Alignment Network for Generalized Category Discovery","Wenbin An, Feng Tian, Wenkai Shi, Yan Chen, Yaqiang Wu, Qianying Wang, Ping Chen","Computation and Language ","Generalized Category Discovery is a crucial realworld task. Despite the improved performance on known categories current methods perform poorly on novel categories. We attribute the poor performance to two reasons biased knowledge transfer between labeled and unlabeled data and noisy representation learning on the unlabeled data. To mitigate these two issues we propose a Transfer and Alignment Network (TAN) which incorporates two knowledge transfer mechanisms to calibrate the biased knowledge and two feature alignment mechanisms to learn discriminative features. Specifically we model different categories with prototypes and transfer the prototypes in labeled data to correct model bias towards known categories. On the one hand we pull instances with known categories in unlabeled data closer to these prototypes to form more compact clusters and avoid boundary overlap between known and novel categories. On the other hand we use these prototypes to calibrate noisy prototypes estimated from unlabeled data based on category similarities which allows for more accurate estimation of prototypes for novel categories that can be used as reliable learning targets later. After knowledge transfer we further propose two feature alignment mechanisms to acquire both instance and categorylevel knowledge from unlabeled data by aligning instance features with both augmented features and the calibrated prototypes which can boost model performance on both known and novel categories with less noise. Experiments on three benchmark datasets show that our model outperforms SOTA methods especially on novel categories. Theoretical analysis is provided for an indepth understanding of our model in general. Our code and data are available at this https URL.","Wed, 27 Dec 2023 08:35:47 UTC (1,453 KB)"
"80","Filtered data based estimators for stochastic processes driven by colored noise","Grigorios A. Pavliotis, Sebastian Reich, Andrea Zanoni","Numerical Analysis ","We consider the problem of estimating unknown parameters in stochastic differential equations driven by colored noise which we model as a sequence of Gaussian stationary processes with decreasing correlation time. We aim to infer parameters in the limit equation driven by white noise given observations of the colored noise dynamics. We consider both the maximum likelihood and the stochastic gradient descent in continuous time estimators and we propose to modify them by including filtered data. We provide a convergence analysis for our estimators showing their asymptotic unbiasedness in a general setting and asymptotic normality under a simplified scenario.","Tue, 26 Dec 2023 10:02:10 UTC (2,613 KB)[v2] Mon, 22 Jan 2024 19:52:04 UTC (2,732 KB)"
"81","From masses and radii of neutron stars to EOS of nuclear matter through neural network","Zehan Wu, Dehua Wen","Nuclear Theory ","The equation of state (EOS) of dense nuclear matter is a key factor to determine the internal structure and properties of neutron stars. However the EOS of highdensity nuclear matter has great uncertainty mainly because the terrestrial nuclear experiments cannot reproduce matter as dense as that in the inner core of a neutron star. Fortunately continuous improvements in astronomical observations of neutron stars provide the opportunity to inversely constrain the EOS of highdensity nuclear matter. A number of methods have been proposed to implement this inverse constraint such as the Bayesian analysis algorithm the Lindbloms approach and so on. Neural network algorithm is an effective new method developed in recent years. By employing a set of isospindependent parametric EOSs as the training sample of neural network algorithm we set up an effective way to reconstruct the EOS with relative accuracy through a few massradius data. Based on the obtained neural network algorithms and according to the NICER observations on masses and radii of neutron stars with assumed precision we get the inversely constrained EOS and further calculate the corresponding macroscopic properties of the neutron star. The results are basically consistent with the constraint on EOS from the Huth $et~ al.$ based on Bayesian analysis. Moreover the results show that even though the neural network algorithm was obtained by using the finite parameterized EOS as the training set it is valid for any rational parameter combination of the parameterized EOS model.","Mon, 25 Dec 2023 06:50:01 UTC (106 KB)"
"82","Harnessing the Final Control Error for Optimal Data-Driven Predictive Control","Alessandro Chiuso, Marco Fabris, Valentina Breschi, Simone Formentin","Systems and Control ","Model Predictive Control (MPC) is a powerful method for complex system regulation but its reliance on accurate models poses many limitations in realworld applications. Datadriven predictive control (DDPC) offers a valid alternative eliminating the need for model identification. However it may falter in the presence of noisy data. In response in this work we present a unified stochastic framework for direct DDPC where control actions are obtained by optimizing the Final Control Error directly computed from available data only that automatically weighs the impact of uncertainty on the control objective. Our approach generalizes existing DDPC methods like regularized Dataenabled Predictive Control (DeePC) and $gamma$DDPC and thus provides a path toward noisetolerant databased control with rigorous optimality guarantees. The theoretical investigation is complemented by a series of numerical case studies revealing that the proposed method consistently outperforms or at worst matches existing techniques without requiring tuning regularization parameters as methods do.","Fri, 22 Dec 2023 16:00:42 UTC (1,036 KB)"
"83","A Novel ML-driven Test Case Selection Approach for Enhancing the Performance of Grammatical Evolution","Krishn Kumar Gupt, Meghana Kshirsagar, Douglas Mota Dias, Joseph P. Sullivan, Conor Ryan","Neural and Evolutionary Computing ","Computational cost in metaheuristics such as Evolutionary Algorithms (EAs) is often a major concern particularly with their ability to scale. In databased training traditional EAs typically use a significant portion if not all of the dataset for model training and fitness evaluation in each generation. This makes EAs suffer from high computational costs incurred during the fitness evaluation of the population particularly when working with large datasets. To mitigate this issue we propose a Machine Learning (ML)driven Distancebased Selection (DBS) algorithm that reduces the fitness evaluation time by optimizing test cases. We test our algorithm by applying it to 24 benchmark problems from Symbolic Regression (SR) and digital circuit domains and then using Grammatical Evolution (GE) to train models using the reduced dataset. We use GE to test DBS on SR and produce a system flexible enough to test it on digital circuit problems further. The quality of the solutions is tested and compared against the conventional training method to measure the coverage of training data selected using DBS i.e. how well the subset matches the statistical properties of the entire dataset. Moreover the effect of optimized training data on run time and the effective size of the evolved solutions is analyzed. Experimental and statistical evaluations of the results show our method empowered GE to yield superior or comparable solutions to the baseline (using the full datasets) with smaller sizes and demonstrates computational efficiency in terms of speed.","Thu, 21 Dec 2023 22:21:02 UTC (5,457 KB)"
"84","Modelling of Networked Measuring Systems -- From White-Box Models to Data Based Approaches","Klaus-Dieter Sommer (1), Peter Harris (2), Sascha Eichstädt (3), Roland Füssl (1), Tanja Dorst (4), Andreas Schütze (4), Michael Heizmann (5), Nadine Schiering (6), Andreas Maier (7), Yuhui Luo (2), Christos Tachtatzis (8), Ivan Andonovic (8), Gordon Gourlay (9) ((1) Technische Universitaet Ilmenau, Germany, (2) National Physical Laboratory, Teddington, United Kingdom, (3) Physikalisch-Technische Bundesanstalt, Braunschweig and Berlin, Germany, (4) ZeMA - Zentrum für Mechatronik und Automatisierungstechnik gGmbH, Saarbrücken, Germany, (5) Karlsruhe Institute of Technology, Germany, (6) Centre for Measurement and Calibration, Wolfen, Germany, (7) Friedrich-Alexander-University of Erlangen-Nuremberg, Germany, (8) Department of Electronic and Electrical Engineering, University of Strathclyde, UK, (9) Advanced Forming Research Centre, University of Strathclyde, UK)","Systems and Control ","Mathematical modelling is at the core of metrology as it transforms raw measured data into useful measurement results. A model captures the relationship between the measurand and all relevant quantities on which the measurand depends and is used to design measuring systems analyse measured data make inferences and predictions and is the basis for evaluating measurement uncertainties. Traditional modelling approaches are typically analytical for example based on principles of physics. But with the increasing use of digital technologies large sensor networks and powerful computing hardware these traditional approaches are being replaced more and more by datadriven methods. This paradigm shift holds true in particular for the digital future of measurement in all spheres of our lives and the environment where data provided by large and complex interconnected systems of sensors are to be analysed. Additionally there is a requirement for existing guidelines and standards in metrology to take the paradigm shift into account. In this paper we lay the foundation for the development from traditional to datadriven modelling approaches. We identify key aspects from traditional modelling approaches and discuss their transformation to datadriven modelling.","Thu, 21 Dec 2023 11:25:45 UTC (2,131 KB)"
"85","Learning and Forgetting Unsafe Examples in Large Language Models","Jiachen Zhao, Zhun Deng, David Madras, James Zou, Mengye Ren","Computation and Language ","As the number of large language models (LLMs) released to the public grows there is a pressing need to understand the safety implications associated with these models learning from thirdparty custom finetuning data. We explore the behavior of LLMs finetuned on noisy custom data containing unsafe content represented by datasets that contain biases toxicity and harmfulness finding that while aligned LLMs can readily learn this unsafe content they also tend to forget it more significantly than other examples when subsequently finetuned on safer content. Drawing inspiration from the discrepancies in forgetting we introduce the ForgetFilter algorithm which filters unsafe data based on how strong the models forgetting signal is for that data. We demonstrate that the ForgetFilter algorithm ensures safety in customized finetuning without compromising downstream task performance unlike sequential safety finetuning. ForgetFilter outperforms alternative strategies like replay and moral selfcorrection in curbing LLMs ability to assimilate unsafe content during custom finetuning e.g. 75% lower than not applying any safety measures and 62% lower than using selfcorrection in toxicity score.","Wed, 20 Dec 2023 03:18:50 UTC (389 KB)"
"86","Single-pixel 3D imaging based on fusion temporal data of single photon detector and millimeter-wave radar","Tingqin Lai, Xiaolin Liang, Yi Zhu, Xinyi Wu, Lianye Liao, Xuelin Yuan, Ping Su, Shihai Sun","Computer Vision and Pattern Recognition ","Recently there has been increased attention towards 3D imaging using singlepixel singlephoton detection (also known as temporal data) due to its potential advantages in terms of cost and power efficiency. However to eliminate the symmetry blur in the reconstructed images a fixed background is required. This paper proposes a fusiondatabased 3D imaging method that utilizes a singlepixel singlephoton detector and a millimeterwave radar to capture temporal histograms of a scene from multiple perspectives. Subsequently the 3D information can be reconstructed from the onedimensional fusion temporal data by using Artificial Neural Network (ANN). Both the simulation and experimental results demonstrate that our fusion method effectively eliminates symmetry blur and improves the quality of the reconstructed images.","Fri, 20 Oct 2023 13:03:48 UTC (24,170 KB)"
"87","Constraints on Phase Transitions in Neutron Star Matter","Len Brandes, Wolfram Weise","Nuclear Theory ","Recent inference results of the sound velocity in the cores of neutron stars are summarized. Implications for the equation of state and the phase structure of highly compressed baryonic matter are discussed. In view of the strong constraints imposed by the heaviest known pulsars the equation of state must be very stiff in order to ensure the stability of these extreme objects. This required stiffness limits the possible appearance of phase transitions in neutron star cores. For example a Bayes factor analysis quantifies strong evidence for squared sound velocities $c_s^2 > 0.1$ in the cores of 2.1 solarmass and lighter neutron stars. Only weak firstorder phase transitions with a small phase coexistence density range $Deltaho/ho < 0.2$ (at the 68\% level) in a Maxwell construction still turn out to be possible within neutron stars. The central baryon densities in even the heaviest neutron stars do not exceed five times the density of normal nuclear matter. In view of these databased constraints much discussed issues such as the quest for a phase transition towards restored chiral symmetry and the active degrees of freedom in cold and dense baryonic matter are reexamined.","Tue, 19 Dec 2023 08:29:18 UTC (6,721 KB)[v2] Thu, 11 Jan 2024 02:01:48 UTC (3,809 KB)[v3] Mon, 22 Jan 2024 03:03:18 UTC (10,716 KB)"
"88","Data-based Model Identification of the Hypothalamus-Pituitary-Thyroid Complex","Clara Horvath, Andreas Körner, Corinna Modiz","Tissues and Organs ","The thyroid gland in conjunction with the pituitary and the hypothalamus forms a regulated system due to their mutual influence through released hormones. The equilibrium point of this system commonly referred to as the set point is individually determined. This means that determining the correct amount of medication to be administered to patients with hypothyroidism requires several treatment appointments creating an extended treatment process. Because the dynamics of the system have not yet been fully explored mathematical models are needed to simulate the mutual influence of the respective hormones as well as their course over time. These models enable a deeper understanding of the functionality in the context of data measurements. Therefore two existing timedependent mathematical models are used and further analyzed to replicate this overall influence of disparate systems. Both are based on a system of two differential equations modelling the interacting hormones. The parameters of the two models are identified according to different calibration approaches by means of patient data collected in a retrospective study in collaboration with the Medical University of Vienna. The hormonal course in the time domain as well as equilibrium curves including the setpoint are then simulated and analyzed with respect to the normalized mean squared error. These calibrated systems allow a more profound insight into the functionality of the formed complex.","Mon, 18 Dec 2023 13:22:47 UTC (580 KB)"
"89","A dependent circular-linear model for multivariate biomechanical data: Ilizarov ring fixator study","Priyanka Nagar, Andriette Bekker, Mohammad Arashi, Cor-Jacques Kat, Annette-Christi Barnard","Applications ","Biomechanical and orthopaedic studies frequently encounter complex datasets that encompass both circular and linear variables. In most cases the circular and linear variables are (i) considered in isolation with dependency between variables neglected and (ii) the cyclicity of the circular variables disregarded resulting in erroneous decision making. Given the inherent characteristics of circular variables it is imperative to adopt methods that integrate directional statistics to achieve precise modelling. This paper is motivated by the modelling of biomechanical data i.e. the fracture displacements that is used as a measure in external fixator comparisons. We focus on a data set based on an Ilizarov ring fixator comprising of six variables. A modelling framework applicable to the 6D joint distribution of circularlinear data based on vine copulas is proposed. The paircopula decomposition concept of vine copulas represents the dependence structure as a combination of circularlinear circularcircular and linearlinear pairs modelled by their respective copulas. This framework allows us to assess the dependencies in the joint distribution as well as account for the cyclicity of the circular variables. Thus a new approach for accurate modelling of mechanical behaviour for Ilizarov ring fixators and other data of this nature is imparted.","Fri, 15 Dec 2023 19:15:30 UTC (335 KB)"
"90","Automating reward function configuration for drug design","Marius Urbonas, Temitope Ajileye, Paul Gainer, Douglas Pires","Machine Learning ","Designing reward functions that guide generative molecular design (GMD) algorithms to desirable areas of chemical space is of critical importance in AIdriven drug discovery. Traditionally this has been a manual and errorprone task; the selection of appropriate computational methods to approximate biological assays is challenging and the aggregation of computed values into a single score even more so leading to potential reliance on trialanderror approaches. We propose a novel approach for automated reward configuration that relies solely on experimental data mitigating the challenges of manual reward adjustment on drug discovery projects. Our method achieves this by constructing a ranking over experimental data based on Pareto dominance over the multiobjective space then training a neural network to approximate the reward function such that rankings determined by the predicted reward correlate with those determined by the Pareto dominance relation. We validate our method using two case studies. In the first study we simulate DesignMakeTestAnalyse (DMTA) cycles by alternating reward function updates and generative runs guided by that function. We show that the learned function adapts over time to yield compounds that score highly with respect to evaluation functions taken from the literature. In the second study we apply our algorithm to historical data from four real drug discovery projects. We show that our algorithm yields reward functions that outperform the predictive accuracy of humandefined functions achieving an improvement of up to 0.4 in Spearmans correlation against a ground truth evaluation function that encodes the target drug profile for that project. Our method provides an efficient datadriven way to configure reward functions for GMD and serves as a strong baseline for future research into transformative approaches for the automation of drug discovery.","Fri, 15 Dec 2023 15:09:16 UTC (38 KB)"
"91","Inferring Causality from Time Series data based on Structural Causal Model and its application to Neural Connectomics","Rahul Biswas, SuryaNarayana Sripada, Somabha Mukherjee","Methodology ","Inferring causation from time series data is of scientific interest in different disciplines particularly in neural connectomics. While different approaches exist in the literature with parametric modeling assumptions we focus on a nonparametric model for time series satisfying a Markovian structural causal model with stationary distribution and without concurrent effects. We show that the model structure can be used to its advantage to obtain an elegant algorithm for causal inference from time series based on conditional dependence tests coined Causal Inference in Time Series (CITS) algorithm. We describe Pearsons partial correlation and HilbertSchmidt criterion as candidates for such conditional dependence tests that can be used in CITS for the Gaussian and nonGaussian settings respectively. We prove the mathematical guarantee of the CITS algorithm in recovering the true causal graph under standard mixing conditions on the underlying time series. We also conduct a comparative evaluation of performance of CITS with other existing methodologies in simulated datasets. We then describe the utlity of the methodology in neural connectomics  in inferring causal functional connectivity from time series of neural activity and demonstrate its application to a real neurobiological dataset of electrophysiological recordings from the mouse visual cortex recorded by Neuropixel probes.","Fri, 15 Dec 2023 08:35:16 UTC (3,074 KB)"
"92","Bayesian Inference of Initial Conditions from Non-Linear Cosmic Structures using Field-Level Emulators","Ludvig Doeser, Drew Jamieson, Stephen Stopyra, Guilhem Lavaux, Florent Leclercq, Jens Jasche","Cosmology and Nongalactic Astrophysics ","Analysing nextgeneration cosmological data requires balancing accurate modeling of nonlinear gravitational structure formation and computational demands. We propose a solution by introducing a machine learningbased fieldlevel emulator within the Hamiltonian Monte Carlobased Bayesian Origin Reconstruction from Galaxies (BORG) inference algorithm. Built on a Vnet neural network architecture the emulator enhances the predictions by firstorder Lagrangian perturbation theory to be accurately aligned with full $N$body simulations while significantly reducing evaluation time. We test its incorporation in BORG for sampling cosmic initial conditions using mock data based on nonlinear largescale structures from $N$body simulations and Gaussian noise. The method efficiently and accurately explores the highdimensional parameter space of initial conditions fully extracting the crosscorrelation information of the data field binned at a resolution of $1.95h^{1}$ Mpc. Percentlevel agreement with the ground truth in the power spectrum and bispectrum is achieved up to the Nyquist frequency $k_mathrm{N} approx 2.79h ; mathrm{Mpc}^{1}$. Posterior resimulations  using the inferred initial conditions for $N$body simulations  show that the recovery of information in the initial conditions is sufficient to accurately reproduce halo properties. In particular we show highly accurate $M_{200mathrm{c}}$ halo mass function and stacked density profiles of haloes in different mass bins $[0.85316]	imes 10^{14}M_{odot}h^{1}$. As all available crosscorrelation information is extracted we acknowledge that limitations in recovering the initial conditions stem from the noise level and data grid resolution. This is promising as it underscores the significance of accurate nonlinear modeling indicating the potential for extracting additional information at smaller scales.","Thu, 14 Dec 2023 18:49:07 UTC (5,032 KB)"
"93","Enhancing CT Image synthesis from multi-modal MRI data based on a multi-task neural network framework","Zhuoyao Xin, Christopher Wu, Dong Liu, Chunming Gu, Jia Guo, Jun Hua","Image and Video Processing ","Image segmentation realvalue prediction and crossmodal translation are critical challenges in medical imaging. In this study we propose a versatile multitask neural network framework based on an enhanced Transformer UNet architecture capable of simultaneously selectively and adaptively addressing these medical image tasks. Validation is performed on a public repository of human brain MR and CT images. We decompose the traditional problem of synthesizing CT images into distinct subtasks which include skull segmentation Hounsfield unit (HU) value prediction and image sequential reconstruction. To enhance the frameworks versatility in handling multimodal data we expand the model with multiple image channels. Comparisons between synthesized CT images derived from T1weighted and T2Flair images were conducted evaluating the models capability to integrate multimodal information from both morphological and pixel value perspectives.","Wed, 13 Dec 2023 18:22:38 UTC (960 KB)[v2] Mon, 18 Dec 2023 03:50:53 UTC (960 KB)"
"94","Topological Signal Processing on Quantum Computers for Higher-Order Network Analysis","Caesnan M. G. Leditto, Angus Southwell, Behnam Tonekaboni, Gregory A. L. White, Muhammad Usman, Kavan Modi","Quantum Physics ","Predicting and analyzing global behaviour of complex systems is challenging due to the intricate nature of their component interactions. Recent work has started modelling complex systems using networks endowed with multiway interactions among nodes known as higherorder networks. In this context simplicial complexes are a class of higherorder networks that have received significant attention due to their topological structure and connections to Hodge theory. Topological signal processing utilizes these connections to analyze and manipulate signals defined on nonEuclidean domains such as simplicial complexes. In this work we present a general quantum algorithm for implementing filtering processes in TSP and describe its application to extracting network data based on the Hodge decomposition. We leverage preexisting tools introduced in recent quantum algorithms for topological data analysis and combine them with spectral filtering techniques using the quantum singular value transformation framework. While this paper serves as a proofofconcept we obtain a superpolynomial improvement over the best known classical algorithms for TSP filtering processes modulo some important caveats about encoding and retrieving the data from a quantum state. The proposed algorithm generalizes the applicability of tools from quantum topological data analysis to novel applications in analyzing highdimensional complex systems.","Tue, 12 Dec 2023 19:07:32 UTC (1,849 KB)"
"95","Hybrid stars in light of the HESS J1731-347 remnant and the PREX-II experiment","P. Laskos-Patkos, P.S. Koliogiannis, Ch.C. Moustakidis","High Energy Astrophysical Phenomena ","The recent analysis on the central compact object in the HESS J1731347 remnant suggests interestingly small values for its mass and radius. Such an observation favors soft nuclear models that may be challenged by the observation of massive compact stars. In contrast the recent PREXII experiment concerning the neutron skin thickness of $^{208}$Pb points towards stiff equations of state that favor larger compact star radii. In the present study we aim to explore the compatibility between stiff hadronic equations of state (favored by PREXII) and the HESS J1731347 remnant in the context of hybrid stars. For the construction of hybrid equations of state we use three widely employed Skyrme models combined with the wellknown vector MIT bag model. Furthermore we consider two different scenarios concerning the energy density of the bag. In the first case that of a constant bag parameter we find that the resulting hybrid equations of state are strongly disfavored by the observation of $sim2 M_odot$ pulsars. However the introduction of a Gaussian density dependence yields results that are compatible with the conservative $2 M_odot$ constraint. The utilization of recent data based on the observation of PSR J0030+0451 PSR J09520607 and GW190814 allows for the imposition of additional constraints on the relevant parameters and the stiffness of the two phases. Interestingly we find that the derived hybrid equations of state do not satisfy the PSR J0030+0451 constraints in $1sigma$ and only marginally agree with the $2sigma$ estimations. In addition we estimate that the observation of massive pulsars like PSR~J09520607 in combination with the existence of HESS J1731347 may require a strong phase transition below $sim 1.7n_0$. Finally we show that the supermassive compact object involved in GW190814 could potentially be explained as a rapidly rotating hybrid star.","Tue, 12 Dec 2023 09:40:05 UTC (2,762 KB)"
"96","Adjustable Robust Transformer for High Myopia Screening in Optical Coherence Tomography","Xiao Ma, Zetian Zhang, Zexuan Ji, Kun Huang, Na Su, Songtao Yuan, Qiang Chen","Computer Vision and Pattern Recognition ","Myopia is a manifestation of visual impairment caused by an excessively elongated eyeball. Image data is critical material for studying high myopia and pathological myopia. Measurements of spherical equivalent and axial length are the gold standards for identifying high myopia but the available image data for matching them is scarce. In addition the criteria for defining high myopia vary from study to study and therefore the inclusion of samples in automated screening efforts requires an appropriate assessment of interpretability. In this work we propose a model called adjustable robust transformer (ARTran) for high myopia screening of optical coherence tomography (OCT) data. Based on vision transformer we propose anisotropic patch embedding (APE) to capture more discriminative features of high myopia. To make the model effective under variable screening conditions we propose an adjustable class embedding (ACE) to replace the fixed class token which changes the output to adapt to different conditions. Considering the confusion of the data at high myopia and low myopia threshold we introduce the label noise learning strategy and propose a shifted subspace transition matrix (SST) to enhance the robustness of the model. Besides combining the two structures proposed above the model can provide evidence for uncertainty evaluation. The experimental results demonstrate the effectiveness and reliability of the proposed method. Code is available at this https URL.","Tue, 12 Dec 2023 08:08:39 UTC (6,673 KB)"
"97","Adaptive Experiments Toward Learning Treatment Effect Heterogeneity","Waverly Wei, Xinwei Ma, Jingshen Wang","Methodology ","Understanding treatment effect heterogeneity has become an increasingly popular task in various fields as it helps design personalized advertisements in ecommerce or targeted treatment in biomedical studies. However most of the existing work in this research area focused on either analyzing observational data based on strong causal assumptions or conducting post hoc analyses of randomized controlled trial data and there has been limited effort dedicated to the design of randomized experiments specifically for uncovering treatment effect heterogeneity. In the manuscript we develop a framework for designing and analyzing response adaptive experiments toward better learning treatment effect heterogeneity. Concretely we provide response adaptive experimental design frameworks that sequentially revise the data collection mechanism according to the accrued evidence during the experiment. Such design strategies allow for the identification of subgroups with the largest treatment effects with enhanced statistical efficiency. The proposed frameworks not only unify adaptive enrichment designs and responseadaptive randomization designs but also complement A/B test designs in ecommerce and randomized trial designs in clinical settings. We demonstrate the merit of our design with theoretical justifications and in simulation studies with synthetic ecommerce and clinical trial data.","Mon, 11 Dec 2023 23:10:32 UTC (8,198 KB)[v2] Wed, 13 Dec 2023 17:49:51 UTC (8,198 KB)"
"98","Measuring Approximate Functional Dependencies: a Comparative Study","Marcel Parciak, Sebastiaan Weytjens, Niel Hens, Frank Neven, Liesbet M. Peeters, Stijn Vansummeren","Databases ","Approximate functional dependencies (AFDs) are functional dependencies (FDs) that almost hold in a relation. While various measures have been proposed to quantify the level to which an FD holds approximately they are difficult to compare and it is unclear which measure is preferable when one needs to discover FDs in realworld data i.e. data that only approximately satisfies the FD. In response this paper formally and qualitatively compares AFD measures. We obtain a formal comparison through a novel presentation of measures in terms of Shannon and logical entropy. Qualitatively we perform a sensitivity analysis w.r.t. structural properties of input relations and quantitatively study the effectiveness of AFD measures for ranking AFDs on real world data. Based on this analysis we give clear recommendations for the AFD measures to use in practice.","Mon, 11 Dec 2023 10:57:41 UTC (393 KB)"
"99","Federated Learning Empowered by Generative Content","Rui Ye, Xinyu Zhu, Jingyi Chai, Siheng Chen, Yanfeng Wang","Machine Learning ","Federated learning (FL) enables leveraging distributed private data for model training in a privacypreserving way. However data heterogeneity significantly limits the performance of current FL methods. In this paper we propose a novel FL framework termed FedGC designed to mitigate data heterogeneity issues by diversifying private data with generative content. FedGC is a simpletoimplement framework as it only introduces a oneshot step of data generation. In data generation we summarize three crucial and worthexploring aspects (budget allocation prompt design and generation guidance) and propose three solution candidates for each aspect. Specifically to achieve a better tradeoff between data diversity and fidelity for generation guidance we propose to generate data based on the guidance of prompts and real data simultaneously. The generated data is then merged with private data to facilitate local model training. Such generative data increases the diversity of private data to prevent each client from fitting the potentially biased private data alleviating the issue of data heterogeneity. We conduct a systematic empirical study on FedGC covering diverse baselines datasets scenarios and modalities. Interesting findings include (1) FedGC consistently and significantly enhances the performance of FL methods even when notable disparities exist between generative and private data; (2) FedGC achieves both better performance and privacypreservation. We wish this work can inspire future works to further explore the potential of enhancing FL with generative content.","Sun, 10 Dec 2023 07:38:56 UTC (3,198 KB)"
"100","Minimum-Time Trajectory Optimization With Data-Based Models: A Linear Programming Approach","Nan Li, Ehsan Taheri, Ilya Kolmanovsky, Dimitar Filev","Systems and Control ","In this paper we develop a computationallyefficient approach to minimumtime trajectory optimization using inputoutput databased models to produce an endtoend datatocontrol solution to timeoptimal planning/control of dynamic systems and hence facilitate their autonomous operation. The approach integrates a nonparametric databased model for trajectory prediction and a continuous optimization formulation based on an exponential weighting scheme for minimumtime trajectory planning. The optimization problem in its final form is a linear program and is easy to solve. We validate the approach and illustrate its application with a spacecraft relative motion planning problem.","Sun, 10 Dec 2023 01:55:21 UTC (456 KB)"
